MSE:180.5,,,,,,,,,13.43502884,,,,,,,,,,,,,
"predict(linearModel, dat[test, ])",Category,TypeProduct_Desc,STYLE,Retail_SubClass_Desc,Style_Estimated_Cost,Gender_Desc,Country_Cd,eaFabricCost,eaCMCost,eaTrimCost,eaArtCost,eaWashCost,eaOtherCost,eaFOB,LandingCosts,All.empty,Selling.Season,Yesr,Month,Made.Year,Minimum.Wage..USD.,
45.15065652,ACCESSORIES,HATS,Accessories,Hat,112.4361,Boy,CN,12.6,35.28,20.79,16.8,0,11.55,97.02,15.4161,No,Spring,2017,7,2016,304.1955,97.42986009
43.70429019,ACCESSORIES,HATS,Accessories,Hat,66.0933,Girl,CN,14.7,35.7,5.25,0,0,1.05,56.7,9.3933,No,Spring,2017,7,2016,304.1955,64.06866145
45.15065652,ACCESSORIES,HATS,Accessories,Hat,99.8235,Boy,CN,17.01,36.75,22.47,0,0,9.87,86.1,13.7235,No,Spring,2017,7,2016,304.1955,70.57102993
45.15065652,ACCESSORIES,HATS,Accessories,Hat,97.1565,Boy,CN,17.01,36.75,22.47,0,0,7.56,83.79,13.3665,No,Spring,2017,7,2016,304.1955,70.57102993
45.15065652,ACCESSORIES,HATS,Accessories,Hat,82.845,Boy,CN,11.76,36.96,11.55,4.2,0,6.93,71.4,11.445,No,Spring,2017,7,2016,304.1955,67.08685419
45.15065652,ACCESSORIES,HATS,Accessories,Hat,73.6281,Boy,CN,11.76,37.38,9.66,0,0,4.62,63.42,10.2081,No,Spring,2017,7,2016,304.1955,60.38310272
45.15065652,ACCESSORIES,HATS,Accessories,Hat,81.3897,Boy,CN,19.53,37.8,7.35,0,0,5.46,70.14,11.2497,No,Spring,2017,7,2016,304.1955,54.03215124
43.70429019,ACCESSORIES,HATS,Accessories,Hat,84.0588,Girl,CN,21.42,37.8,7.35,0,0,5.88,72.45,11.6088,No,Spring,2017,7,2016,304.1955,34.86064265
45.15065652,ACCESSORIES,HATS,Accessories,Hat,87.4545,Boy,CN,13.02,38.22,20.79,0,0,3.36,75.39,12.0645,No,Spring,2017,7,2016,304.1955,48.03399977
45.15065652,ACCESSORIES,HATS,Accessories,Hat,92.0619,Boy,CN,12.81,38.85,20.79,0,0,6.93,79.38,12.6819,No,Spring,2017,7,2016,304.1955,39.69827255
43.70429019,ACCESSORIES,HATS,Accessories,Hat,82.3599,Girl,CN,14.28,38.85,9.87,0,0,7.98,70.98,11.3799,No,Spring,2017,7,2016,304.1955,23.56413325
45.15065652,ACCESSORIES,HATS,Accessories,Hat,80.4195,Boy,CN,10.92,39.27,9.66,6.3,0,3.15,69.3,11.1195,No,Spring,2017,7,2016,304.1955,34.58212108
45.15065652,ACCESSORIES,HATS,Accessories,Hat,97.398,Boy,CN,17.85,39.48,12.39,6.3,0,7.98,84,13.398,No,Spring,2017,7,2016,304.1955,32.15634534
43.70429019,ACCESSORIES,HATS,Accessories,Hat,82.845,Girl,CN,17.01,39.9,11.55,0,0,2.94,71.4,11.445,No,Spring,2017,7,2016,304.1955,14.47262385
45.15065652,ACCESSORIES,HATS,Accessories,Hat,91.3353,Boy,CN,22.47,39.9,6.3,6.3,0,3.78,78.75,12.5853,No,Spring,2017,7,2016,304.1955,27.56939387
45.15065652,ACCESSORIES,HATS,Accessories,Hat,94.9725,Boy,CN,23.52,39.9,7.35,5.25,0,5.88,81.9,13.0725,No,Spring,2017,7,2016,304.1955,27.56939387
43.70429019,ACCESSORIES,HATS,Accessories,Hat,90.5205,Girl,CN,24.15,40.32,6.3,0,0,7.14,77.91,12.6105,No,Spring,2017,7,2016,304.1955,11.45342009
43.70429019,ACCESSORIES,HATS,Accessories,Hat,110.9808,Girl,CN,29.61,41.16,16.8,0,0,8.19,95.76,15.2208,No,Spring,2017,7,2016,304.1955,6.473412573
43.70429019,ACCESSORIES,HATS,Accessories,Hat,121.653,Girl,CN,27.51,41.37,11.55,18.9,0,5.67,105,16.653,No,Spring,2017,7,2016,304.1955,5.448910693
43.70429019,ACCESSORIES,HATS,Accessories,Hat,84.0588,Girl,CN,17.43,42,9.45,0,0,3.57,72.45,11.6088,No,Spring,2017,7,2016,304.1955,2.904605053
45.15065652,ACCESSORIES,HATS,Accessories,Hat,91.0917,Boy,CN,22.05,42,8.4,0,0,6.09,78.54,12.5517,No,Spring,2017,7,2016,304.1955,9.926636492
45.15065652,ACCESSORIES,HATS,Accessories,Hat,174.0438,Boy,CN,19.32,43.05,23.31,60.9,0,3.78,150.36,23.6838,No,Spring,2017,7,2016,304.1955,4.412757805
45.34668992,ACCESSORIES,HATS,Accessories,Hat,90.6066,Uni,CN,15.33,43.05,11.55,0,0,8.19,78.12,12.4866,No,Spring,2017,7,2016,304.1955,5.274784602
45.15065652,ACCESSORIES,HATS,Accessories,Hat,99.9957,Boy,CN,26.25,45.78,10.5,0,0,3.57,86.1,13.8957,No,Spring,2017,7,2016,304.1955,0.396073219
45.15065652,ACCESSORIES,HATS,Accessories,Hat,124.0785,Boy,CN,44.1,46.2,12.6,0,0,4.2,107.1,16.9785,No,Spring,2017,7,2016,304.1955,1.101121744
43.70429019,ACCESSORIES,HATS,Accessories,Hat,105.3192,Girl,CN,44.73,46.2,0,0,0,0,90.93,14.3892,No,Spring,2017,7,2016,304.1955,6.228567454
43.70429019,ACCESSORIES,HATS,Accessories,Hat,80.4195,Girl,CN,9.03,46.62,8.4,0,0,5.25,69.3,11.1195,No,Spring,2017,7,2016,304.1955,8.501363694
45.15065652,ACCESSORIES,HATS,Accessories,Hat,90.8313,Boy,CN,14.7,47.46,8.61,4.2,0,2.94,77.91,12.9213,No,Spring,2017,7,2016,304.1955,5.333067319
45.15065652,ACCESSORIES,HATS,Accessories,Hat,105.0987,Boy,CN,26.25,47.88,10.5,0,0,5.88,90.51,14.5887,No,Spring,2017,7,2016,304.1955,7.449315845
43.70429019,ACCESSORIES,HATS,Accessories,Hat,132.7977,Girl,CN,48.3,48.3,13.65,0,0,4.2,114.45,18.3477,No,Spring,2017,7,2016,304.1955,21.12054865
43.70429019,ACCESSORIES,HATS,Accessories,Hat,99.9957,Girl,CN,25.2,48.3,6.3,0,0,6.3,86.1,13.8957,No,Spring,2017,7,2016,304.1955,21.12054865
43.70429019,ACCESSORIES,HATS,Accessories,Hat,104.8551,Girl,CN,23.1,48.3,11.55,0,0,7.35,90.3,14.5551,No,Spring,2017,7,2016,304.1955,21.12054865
43.70429019,ACCESSORIES,HATS,Accessories,Hat,97.0809,Girl,CN,23.1,49.77,6.3,0,0,4.41,83.58,13.5009,No,Spring,2017,7,2016,304.1955,36.79283549
43.70429019,ACCESSORIES,HATS,Accessories,Hat,113.3601,Girl,CN,26.25,49.77,10.5,0,0,11.13,97.65,15.7101,No,Spring,2017,7,2016,304.1955,36.79283549
43.70429019,ACCESSORIES,HATS,Accessories,Hat,105.8274,Girl,CN,23.1,49.98,11.55,0,0,6.51,91.14,14.6874,No,Spring,2017,7,2016,304.1955,39.38453361
43.70429019,ACCESSORIES,HATS,Accessories,Hat,97.566,Girl,CN,23.1,50.4,6.3,0,0,4.2,84,13.566,No,Spring,2017,7,2016,304.1955,44.83252985
43.70429019,ACCESSORIES,HATS,Accessories,Hat,96.915,Girl,CN,22.47,50.4,6.3,0,0,4.83,84,12.915,No,Spring,2017,7,2016,304.1955,44.83252985
43.70429019,ACCESSORIES,HATS,Accessories,Hat,106.071,Girl,CN,26.88,51.45,8.4,0,0,4.62,91.35,14.721,No,Spring,2017,7,2016,304.1955,59.99602045
43.70429019,ACCESSORIES,HATS,Accessories,Hat,112.1442,Girl,CN,23.1,52.5,14.7,0,0,6.3,96.6,15.5442,No,Spring,2017,7,2016,304.1955,77.36451105
43.70429019,ACCESSORIES,HATS,Accessories,Hat,128.8875,Girl,CN,28.14,54.6,11.55,0,4.2,12.39,110.88,18.0075,No,Spring,2017,7,2016,304.1955,118.7164923
45.15065652,ACCESSORIES,HATS,Accessories,Hat,128.8875,Boy,CN,28.14,54.6,11.55,0,4.2,12.39,110.88,18.0075,No,Spring,2017,7,2016,304.1955,89.29009225
45.34668992,ACCESSORIES,HATS,Accessories,Hat,128.8875,Uni,CN,28.14,54.6,11.55,0,4.2,12.39,110.88,18.0075,No,Spring,2017,7,2016,304.1955,85.62374738
43.70429019,ACCESSORIES,HATS,Accessories,Hat,144.5976,Girl,CN,49.98,60.9,9.45,0,0,4.62,124.95,19.6476,No,Spring,2017,7,2016,304.1955,295.6924359
55.64187049,ACCESSORIES,SHOES,Accessories,Hard Shoe,148.68,Boy,CN,37.8,31.5,0,14.7,0,42,126,22.68,No,Winter,2016,1,2016,309.31922,582.8299109
54.19550417,ACCESSORIES,SHOES,Accessories,Soft Shoe,115.8822,Girl,CN,21.63,48.3,12.6,0,8.4,8.4,99.33,16.5522,No,Winter,2016,1,2016,309.31922,34.75696938
54.19550417,ACCESSORIES,SHOES,Accessories,Hard Shoe,369.7785,Girl,CN,223.65,52.5,10.5,13.65,0,28.35,328.65,41.1285,No,Winter,2016,1,2016,309.31922,2.874734379
55.64187049,ACCESSORIES,SHOES,Accessories,Hard Shoe,358.9278,Boy,CN,235.2,52.5,4.2,8.4,0,11.55,311.85,47.0778,No,Winter,2016,1,2016,309.31922,9.8713502
54.19550417,ACCESSORIES,SHOES,Accessories,Hard Shoe,287.469,Girl,CN,73.5,58.8,16.8,21,0,77.7,247.8,39.669,No,Winter,2016,1,2016,309.31922,21.20138188
54.19550417,ACCESSORIES,SHOES,Accessories,Hard Shoe,252.6153,Girl,CN,126,58.8,5.25,6.3,0,25.2,221.55,31.0653,No,Winter,2016,1,2016,309.31922,21.20138188
55.8379039,ACCESSORIES,SHOES,Accessories,Soft Shoe,135.7713,Uni,CN,32.13,60.9,7.56,8.4,0,7.56,116.55,19.2213,No,Winter,2016,1,2016,309.31922,25.62481694
54.19550417,ACCESSORIES,SHOES,Accessories,Soft Shoe,147.4179,Girl,CN,27.3,60.9,13.86,12.6,0,6.72,121.38,26.0379,No,Winter,2016,1,2016,309.31922,44.95026438
55.64187049,ACCESSORIES,SHOES,Accessories,Soft Shoe,148.6254,Boy,CN,29.61,60.9,7.56,23.1,0,7.98,129.36,19.2654,No,Winter,2016,1,2016,309.31922,27.6479259
54.19550417,ACCESSORIES,SHOES,Accessories,Soft Shoe,155.5155,Girl,CN,22.26,60.9,11.76,23.1,0,10.08,128.1,27.4155,No,Winter,2016,1,2016,309.31922,44.95026438
55.64187049,ACCESSORIES,SHOES,Accessories,Soft Shoe,143.598,Boy,CN,23.1,60.9,11.76,18.9,0,10.29,124.95,18.648,No,Winter,2016,1,2016,309.31922,27.6479259
55.64187049,ACCESSORIES,SHOES,Accessories,Soft Shoe,145.8996,Boy,CN,27.09,60.9,16.8,8.4,0,6.93,120.12,25.7796,No,Winter,2016,1,2016,309.31922,27.6479259
54.19550417,ACCESSORIES,SHOES,Accessories,Hard Shoe,327.3648,Girl,CN,183.33,65.1,18.06,2.1,0,4.62,273.21,54.1548,No,Winter,2016,1,2016,309.31922,118.9080294
55.64187049,ACCESSORIES,SHOES,Accessories,Hard Shoe,193.5003,Boy,CN,59.22,71.4,5.46,16.8,0,3.57,156.45,37.0503,No,Winter,2016,1,2016,309.31922,248.3186455
54.19550417,ACCESSORIES,SHOES,Accessories,Hard Shoe,372.3594,Girl,CN,96.18,71.4,21,21,0,105,314.58,57.7794,No,Winter,2016,1,2016,309.31922,295.9946769
54.19550417,ACCESSORIES,SHOES,Accessories,Hard Shoe,193.5003,Girl,CN,57.12,73.5,5.46,12.6,0,7.77,156.45,37.0503,No,Winter,2016,1,2016,309.31922,372.6635594
54.19550417,ACCESSORIES,SHOES,Accessories,Hard Shoe,267.4161,Girl,CN,88.83,77.7,25.41,27.3,0,7.98,227.22,40.1961,No,Winter,2016,1,2016,309.31922,552.4613244
55.64187049,ACCESSORIES,SHOES,Accessories,Hard Shoe,318.444,Boy,CN,118.65,94.5,21,23.1,0,14.7,265.65,52.794,No,Winter,2016,1,2016,309.31922,1509.954229
54.19550417,ACCESSORIES,SHOES,Accessories,Hard Shoe,361.9938,Girl,CN,184.38,94.5,10.5,15.75,0,19.95,325.08,36.9138,No,Winter,2016,1,2016,309.31922,1624.452384
54.58690732,ACCESSORIES,SHOES,Accessories,Crib Shoe,101.703,Girl,CN,48.3,18.9,10.5,10.5,0,0,101.703,16.9218,No,Summer,2017,10,2016,301.86709,1273.555354
56.03327364,ACCESSORIES,SHOES,Accessories,Crib Shoe,101.703,Boy,CN,21,21,12.6,0,0,33.6,101.703,16.9218,No,Summer,2017,10,2016,301.86709,1227.330262
56.03327364,ACCESSORIES,SHOES,Accessories,Crib Shoe,108.0975,Boy,CN,31.5,21,10.5,10.5,0,0,108.0975,16.6656,No,Summer,2017,10,2016,301.86709,1227.330262
54.58690732,ACCESSORIES,SHOES,Accessories,Hard Shoe,220.752,Girl,CN,126,34.02,15.75,6.3,0,16.8,198.87,21.882,No,Summer,2017,10,2016,301.86709,422.9976765
54.58690732,ACCESSORIES,SHOES,Accessories,Crib Shoe,88.4583,Girl,CN,14.49,43.05,4.2,8.4,0,2.31,88.4583,17.4531,No,Summer,2017,10,2016,301.86709,133.1002304
54.58690732,ACCESSORIES,SHOES,Accessories,Crib Shoe,78.2418,Girl,CN,13.86,43.05,4.2,4.2,0,2.31,78.2418,17.8626,No,Summer,2017,10,2016,301.86709,133.1002304
54.58690732,ACCESSORIES,SHOES,Accessories,Crib Shoe,84.4662,Girl,CN,13.02,43.05,4.2,10.5,0,2.31,84.4662,17.6127,No,Summer,2017,10,2016,301.86709,133.1002304
54.58690732,ACCESSORIES,SHOES,Accessories,Crib Shoe,89.0148,Girl,CN,21,43.05,4.2,6.3,0,2.52,89.0148,17.4321,No,Summer,2017,10,2016,301.86709,133.1002304
56.03327364,ACCESSORIES,SHOES,Accessories,Crib Shoe,90.4134,Boy,CN,15.12,43.05,14.49,0,0,4.62,90.4134,17.3754,No,Summer,2017,10,2016,301.86709,168.5653945
56.03327364,ACCESSORIES,SHOES,Accessories,Crib Shoe,87.2613,Boy,CN,21.21,43.05,8.61,0,0,1.68,87.2613,17.5014,No,Summer,2017,10,2016,301.86709,168.5653945
56.03327364,ACCESSORIES,SHOES,Accessories,Crib Shoe,83.1369,Boy,CN,11.13,43.05,10.08,4.2,0,2.52,83.1369,17.6673,No,Summer,2017,10,2016,301.86709,168.5653945
54.58690732,ACCESSORIES,SHOES,Accessories,Crib Shoe,79.4388,Girl,CN,14.49,43.05,4.2,4.2,0,2.73,79.4388,17.8143,No,Summer,2017,10,2016,301.86709,133.1002304
56.22930705,ACCESSORIES,SHOES,Accessories,Soft Shoe,142.863,Uni,CN,17.85,56.7,12.6,8.4,7.35,14.7,117.6,25.263,No,Summer,2017,10,2016,301.86709,0.221551855
54.58690732,ACCESSORIES,SHOES,Accessories,Soft Shoe,144.1293,Girl,CN,22.05,60.9,11.76,14.7,0,9.24,118.65,25.4793,No,Summer,2017,10,2016,301.86709,39.85513924
54.58690732,ACCESSORIES,SHOES,Accessories,Soft Shoe,159.3123,Girl,CN,27.09,60.9,15.96,12.6,0,14.7,131.25,28.0623,No,Summer,2017,10,2016,301.86709,39.85513924
54.58690732,ACCESSORIES,SHOES,Accessories,Soft Shoe,141.5988,Girl,CN,23.52,60.9,15.96,8.4,0,7.77,116.55,25.0488,No,Summer,2017,10,2016,301.86709,39.85513924
56.03327364,ACCESSORIES,SHOES,Accessories,Soft Shoe,148.1781,Boy,CN,26.67,60.9,18.06,8.4,0,7.98,122.01,26.1681,No,Summer,2017,10,2016,301.86709,23.68502544
54.58690732,ACCESSORIES,SHOES,Accessories,Soft Shoe,157.794,Girl,CN,22.26,60.9,15.96,23.1,0,7.77,129.99,27.804,No,Summer,2017,10,2016,301.86709,39.85513924
56.03327364,ACCESSORIES,SHOES,Accessories,Soft Shoe,157.0338,Boy,CN,14.91,60.9,28.98,18.9,0,5.67,129.36,27.6738,No,Summer,2017,10,2016,301.86709,23.68502544
54.58690732,ACCESSORIES,SHOES,Accessories,Soft Shoe,153.4911,Girl,CN,23.31,60.9,11.76,23.1,0,7.35,126.42,27.0711,No,Summer,2017,10,2016,301.86709,39.85513924
56.03327364,ACCESSORIES,SHOES,Accessories,Soft Shoe,147.672,Boy,CN,14.07,60.9,21.84,16.8,0,7.98,121.59,26.082,No,Summer,2017,10,2016,301.86709,23.68502544
54.58690732,ACCESSORIES,SHOES,Accessories,Soft Shoe,166.3977,Girl,CN,41.79,60.9,13.86,8.4,0,12.18,137.13,29.2677,No,Summer,2017,10,2016,301.86709,39.85513924
54.58690732,ACCESSORIES,SHOES,Accessories,Soft Shoe,143.3691,Girl,CN,26.67,60.9,11.76,14.7,0,3.99,118.02,25.3491,No,Summer,2017,10,2016,301.86709,39.85513924
56.03327364,ACCESSORIES,SHOES,Accessories,Soft Shoe,138.0561,Boy,CN,22.47,60.9,16.8,8.4,0,5.04,113.61,24.4461,No,Summer,2017,10,2016,301.86709,23.68502544
54.58690732,ACCESSORIES,SHOES,Accessories,Hard Shoe,291.081,Girl,CN,103.95,63,21,28.35,0,29.4,245.7,45.381,No,Summer,2017,10,2016,301.86709,70.78012852
54.58690732,ACCESSORIES,SHOES,Accessories,Hard Shoe,271.5678,Girl,CN,96.6,67.2,13.86,2.1,0,6.09,185.85,85.7178,No,Summer,2017,10,2016,301.86709,159.0901071
54.58690732,ACCESSORIES,SHOES,Accessories,Hard Shoe,330.729,Girl,CN,94.5,69.3,21,56.28,0,42,279.3,51.429,No,Summer,2017,10,2016,301.86709,216.4750963
54.58690732,ACCESSORIES,SHOES,Accessories,Hard Shoe,298.515,Girl,CN,117.6,69.3,21,44.1,0,0,252,46.515,No,Summer,2017,10,2016,301.86709,216.4750963
54.58690732,ACCESSORIES,SHOES,Accessories,Hard Shoe,338.268,Girl,CN,128.1,69.3,21,44.1,0,19.95,282.45,55.818,No,Summer,2017,10,2016,301.86709,216.4750963
54.58690732,ACCESSORIES,SHOES,Accessories,Hard Shoe,348.075,Girl,CN,128.1,84,21,44.1,0,16.8,294,54.075,No,Summer,2017,10,2016,301.86709,865.1300213
56.03327364,ACCESSORIES,SHOES,Accessories,Hard Shoe,343.9674,Boy,CN,146.58,109.2,10.5,21,0,0,287.28,56.6874,No,Summer,2017,10,2016,301.86709,2826.700792
56.03327364,ACCESSORIES,SHOES,Accessories,Hard Shoe,386.3412,Boy,CN,147,109.2,42,21,0,3.99,323.19,63.1512,No,Summer,2017,10,2016,301.86709,2826.700792
54.49593865,ACCESSORIES,SHOES,Accessories,Hard Shoe,349.146,Boy,CN,235.2,35.7,8.4,10.5,0,16.8,306.6,42.546,No,Spring,2017,7,2016,304.1955,353.2873096
53.04957232,ACCESSORIES,SHOES,Accessories,Hard Shoe,232.8396,Girl,CN,126,40.32,7.14,7.35,0,19.95,200.76,32.0796,No,Spring,2017,7,2016,304.1955,162.0420114
53.04957232,ACCESSORIES,SHOES,Accessories,Crib Shoe,89.9283,Girl,CN,17.22,43.05,15.75,0,0,2.52,76.86,13.0683,No,Spring,2017,7,2016,304.1955,99.99144654
53.04957232,ACCESSORIES,SHOES,Accessories,Crib Shoe,91.3836,Girl,CN,17.43,43.05,8.4,6.3,0,2.94,78.12,13.2636,No,Spring,2017,7,2016,304.1955,99.99144654
53.04957232,ACCESSORIES,SHOES,Accessories,Crib Shoe,85.9278,Girl,CN,15.54,43.05,4.2,6.3,0,1.26,70.35,15.5778,No,Spring,2017,7,2016,304.1955,99.99144654
54.49593865,ACCESSORIES,SHOES,Accessories,Crib Shoe,85.5624,Boy,CN,13.65,43.05,15.75,0,0,2.31,73.08,12.4824,No,Spring,2017,7,2016,304.1955,131.0095115
54.49593865,ACCESSORIES,SHOES,Accessories,Crib Shoe,111.9909,Boy,CN,26.67,43.05,20.37,0,0,1.89,91.98,20.0109,No,Spring,2017,7,2016,304.1955,131.0095115
53.04957232,ACCESSORIES,SHOES,Accessories,Crib Shoe,102.8811,Girl,CN,15.54,43.05,4.2,18.9,0,2.73,84.42,18.4611,No,Spring,2017,7,2016,304.1955,99.99144654
54.49593865,ACCESSORIES,SHOES,Accessories,Crib Shoe,95.2644,Boy,CN,12.18,43.05,11.13,12.6,0,2.52,81.48,13.7844,No,Spring,2017,7,2016,304.1955,131.0095115
53.04957232,ACCESSORIES,SHOES,Accessories,Crib Shoe,104.9055,Girl,CN,14.49,43.05,7.35,18.9,0,2.31,86.1,18.8055,No,Spring,2017,7,2016,304.1955,99.99144654
53.04957232,ACCESSORIES,SHOES,Accessories,Crib Shoe,78.7206,Girl,CN,11.97,43.05,4.2,6.3,0,2.52,68.04,10.6806,No,Spring,2017,7,2016,304.1955,99.99144654
53.04957232,ACCESSORIES,SHOES,Accessories,Crib Shoe,107.6901,Girl,CN,15.96,43.05,4.2,23.1,0,2.1,88.41,19.2801,No,Spring,2017,7,2016,304.1955,99.99144654
54.49593865,ACCESSORIES,SHOES,Accessories,Crib Shoe,101.5707,Boy,CN,18.9,43.05,22.05,0,0,2.94,86.94,14.6307,No,Spring,2017,7,2016,304.1955,131.0095115
53.04957232,ACCESSORIES,SHOES,Accessories,Crib Shoe,89.4936,Girl,CN,21,43.05,4.2,6.3,0,2.94,77.49,12.0036,No,Spring,2017,7,2016,304.1955,99.99144654
54.69197205,ACCESSORIES,SHOES,Accessories,Crib Shoe,121.8609,Uni,CN,26.25,47.25,11.55,21,0,3.15,100.17,21.6909,No,Spring,2017,7,2016,304.1955,55.382948
53.04957232,ACCESSORIES,SHOES,Accessories,Soft Shoe,135.4584,Girl,CN,22.26,60.9,11.76,18.9,0,3.99,117.81,17.6484,No,Spring,2017,7,2016,304.1955,61.62921479
54.49593865,ACCESSORIES,SHOES,Accessories,Soft Shoe,131.8674,Boy,CN,24.57,60.9,11.76,12.6,0,4.83,114.66,17.2074,No,Spring,2017,7,2016,304.1955,41.01200184
53.04957232,ACCESSORIES,SHOES,Accessories,Soft Shoe,137.613,Girl,CN,20.58,60.9,11.76,18.9,0,7.56,119.7,17.913,No,Spring,2017,7,2016,304.1955,61.62921479
54.49593865,ACCESSORIES,SHOES,Accessories,Soft Shoe,136.1766,Boy,CN,25.62,60.9,11.76,12.6,0,7.56,118.44,17.7366,No,Spring,2017,7,2016,304.1955,41.01200184
53.04957232,ACCESSORIES,SHOES,Accessories,Soft Shoe,134.5008,Girl,CN,19.74,60.9,18.06,12.6,0,5.67,116.97,17.5308,No,Spring,2017,7,2016,304.1955,61.62921479
54.49593865,ACCESSORIES,SHOES,Accessories,Soft Shoe,146.2314,Boy,CN,27.93,60.9,9.66,23.1,0,5.67,127.26,18.9714,No,Spring,2017,7,2016,304.1955,41.01200184
53.04957232,ACCESSORIES,SHOES,Accessories,Soft Shoe,136.416,Girl,CN,22.68,60.9,9.66,18.9,0,6.51,118.65,17.766,No,Spring,2017,7,2016,304.1955,61.62921479
54.49593865,ACCESSORIES,SHOES,Accessories,Soft Shoe,157.2438,Boy,CN,23.31,60.9,28.98,18.9,0,4.83,136.92,20.3238,No,Spring,2017,7,2016,304.1955,41.01200184
53.04957232,ACCESSORIES,SHOES,Accessories,Hard Shoe,397.2045,Girl,CN,209.16,67.2,20.16,23.1,0,5.88,325.5,71.7045,No,Spring,2017,7,2016,304.1955,200.2346036
53.04957232,ACCESSORIES,SHOES,Accessories,Hard Shoe,308.637,Girl,CN,148.68,67.2,13.86,16.8,0,5.46,252,56.637,No,Spring,2017,7,2016,304.1955,200.2346036
53.04957232,ACCESSORIES,SHOES,Accessories,Hard Shoe,326.6046,Girl,CN,147.21,67.2,11.76,33.6,0,7.14,266.91,59.6946,No,Spring,2017,7,2016,304.1955,200.2346036
53.04957232,ACCESSORIES,SHOES,Accessories,Hard Shoe,333.942,Girl,CN,170.94,67.2,13.86,14.7,0,6.3,273,60.942,No,Spring,2017,7,2016,304.1955,200.2346036
53.04957232,ACCESSORIES,SHOES,Accessories,Hard Shoe,238.854,Girl,CN,56.49,75.6,57.96,8.4,0,7.35,205.8,33.054,No,Spring,2017,7,2016,304.1955,508.5217886
53.04957232,ACCESSORIES,SHOES,Accessories,Hard Shoe,356.6325,Girl,CN,186.9,90.3,10.5,15.75,0,16.8,320.25,36.3825,No,Spring,2017,7,2016,304.1955,1387.594362
37.59383705,_APPAREL,KNIT,Apparel,Swim,95.424,Girl,CN,27.3,16.8,0,23.1,0,0,67.2,28.224,No,Winter,2016,1,2016,309.31922,432.3836592
37.59383705,_APPAREL,KNIT,Apparel,Swim,149.5725,Girl,CN,61.32,25.2,1.68,23.1,0,0,111.3,38.2725,No,Winter,2016,1,2016,309.31922,153.6071968
37.59383705,_APPAREL,KNIT,Apparel,Swim,128.331,Girl,CN,27.3,26.88,1.68,35.49,0,4.2,95.55,32.781,No,Winter,2016,1,2016,309.31922,114.7863043
37.59383705,_APPAREL,KNIT,Apparel,Swim,140.3304,Girl,CN,30.24,29.4,3.36,38.43,0,3.15,104.58,35.7504,No,Winter,2016,1,2016,309.31922,67.13896557
37.59383705,_APPAREL,KNIT,Apparel,Swim,115.2102,Girl,CN,40.32,35.7,1.68,8.4,0,2.1,88.2,27.0102,No,Winter,2016,1,2016,309.31922,3.586618766
37.59383705,_APPAREL,KNIT,Apparel,Swim,141.183,Girl,CN,39.27,36.75,1.68,23.1,0,4.2,105,36.183,No,Winter,2016,1,2016,309.31922,0.712060964
37.59383705,_APPAREL,KNIT,Apparel,Swim,167.454,Girl,CN,47.67,42,1.68,23.1,0,4.2,118.65,48.804,No,Winter,2016,1,2016,309.31922,19.41427196
37.59383705,_APPAREL,KNIT,Apparel,Swim,126.4536,Girl,CN,52.92,46.2,6.3,0,0,2.1,107.52,18.9336,No,Winter,2016,1,2016,309.31922,74.06604075
37.59383705,_APPAREL,KNIT,Apparel,Swim,147.9576,Girl,CN,65.1,47.25,10.5,0,0,3.15,126,21.9576,No,Winter,2016,1,2016,309.31922,93.24148295
37.59383705,_APPAREL,KNIT,Apparel,Swim,152.8128,Girl,CN,53.34,52.5,7.56,0,0,3.15,116.55,36.2628,No,Winter,2016,1,2016,309.31922,222.1936939
37.9852402,_APPAREL,KNIT,Apparel,Swim,113.064,Girl,CN,42,27.3,0,10.5,0,0,113.064,15.3321,No,Summer,2017,10,2016,301.86709,114.1743581
37.9852402,_APPAREL,KNIT,Apparel,Swim,93.7923,Girl,CN,40.53,29.4,1.68,0,0,0,93.7923,17.5182,No,Summer,2017,10,2016,301.86709,73.70634925
37.9852402,_APPAREL,KNIT,Apparel,Swim,94.0632,Girl,CN,29.82,29.4,0,12.6,0,0,94.0632,17.5077,No,Summer,2017,10,2016,301.86709,73.70634925
37.9852402,_APPAREL,KNIT,Apparel,Swim,136.9872,Girl,CN,40.32,31.5,1.68,28.35,0,0,136.9872,16.4241,No,Summer,2017,10,2016,301.86709,42.05834042
37.9852402,_APPAREL,KNIT,Apparel,Swim,99.2145,Girl,CN,27.93,31.5,1.68,14.7,0,0,99.2145,17.3166,No,Summer,2017,10,2016,301.86709,42.05834042
37.9852402,_APPAREL,KNIT,Apparel,Swim,124.1436,Girl,CN,48.72,31.5,1.68,10.5,0,0,124.1436,16.3926,No,Summer,2017,10,2016,301.86709,42.05834042
39.43160652,_APPAREL,KNIT,Apparel,Swim,78.162,Boy,CN,27.09,31.5,3.36,0,0,0,61.95,16.212,No,Summer,2017,10,2016,301.86709,62.91038206
37.9852402,_APPAREL,KNIT,Apparel,Swim,100.3002,Girl,CN,29.82,32.13,0,14.7,0,0,100.3002,17.2767,No,Summer,2017,10,2016,301.86709,34.28383777
37.9852402,_APPAREL,KNIT,Apparel,Swim,93.7923,Girl,CN,48.51,32.55,0,0,0,0,93.7923,17.5182,No,Summer,2017,10,2016,301.86709,29.541836
